date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:29:14	30418/30418	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Sep%202019%2017:34:33%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/index.html	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/index.html	(from )
19:29:15	69/69	---M-Z	200	added ('OK')	text/plain	date:Fri,%2006%20Sep%202019%2017:02:00%20GMT	http://kamleshyadav.com/robots.txt		(from )
19:29:15	23848/23848	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:33%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/animate.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/animate.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:15	11418/11418	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:34%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/fonts.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/fonts.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:16	121200/121200	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:34%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/bootstrap.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/bootstrap.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:16	31000/31000	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:34%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/font-awesome.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/font-awesome.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:16	6951/6951	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:35%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/magnific-popup.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/magnific-popup.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:17	2936/2936	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:35%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/owl.carousel.min.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/owl.carousel.min.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:17	936/936	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:35%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/owl.theme.default.min.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/owl.theme.default.min.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
19:29:17	36477/36477	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2017:34:36%20GMT	http://kamleshyadav.com/html/portfolio/white_version_video/css/style.css	C:/Dorela/dorela/kamleshyadav.com/html/portfolio/white_version_video/css/style.css	(from http://kamleshyadav.com/html/portfolio/white_version_video/index.html)
